parameter,sparsity,nat_top1,nat_top5,nat_loss,adv_top1,adv_top5,adv_loss,variance
module.basic_model.model.1.0.weight,0.35000000000000003,69.57,89.072,1.2836479661331996,0.20000000000000018,2.281999999999995,28.765450911116123,0.42099618911743164
module.basic_model.model.1.0.weight,0.4,69.57,89.072,1.2836479661331996,0.19400000000000528,2.288000000000001,28.760243399968473,0.42099618911743164
module.basic_model.model.1.0.weight,0.45,69.57,89.072,1.2836479661331996,0.20599999999999508,2.2499999999999964,28.760703881886688,0.42099618911743164
module.basic_model.model.1.0.weight,0.5,69.57,89.072,1.2836479661331996,0.19599999999999618,2.2660000000000013,28.75393008697663,0.42099618911743164
module.basic_model.model.1.0.weight,0.55,69.57,89.072,1.2836479661331996,0.20000000000000018,2.2619999999999973,28.755242123484827,0.42099618911743164
module.basic_model.model.1.0.weight,0.6000000000000001,69.384,88.972,1.2918037924717707,0.20999999999999908,2.3760000000000003,28.454629253746237,0.42099618911743164
module.basic_model.model.1.0.weight,0.65,68.472,88.434,1.3439805315460662,0.17800000000000038,2.2519999999999984,28.11252892696162,0.42099618911743164
module.basic_model.model.1.0.weight,0.7000000000000001,62.56999999999999,84.176,1.619637949300438,0.17800000000000038,1.5680000000000027,23.44378138503739,0.42099618911743164
module.basic_model.model.1.0.weight,0.75,56.858,79.662,1.9279820196764343,0.10999999999999899,1.0820000000000052,23.378314636337876,0.42099618911743164
module.basic_model.model.1.0.weight,0.8,34.394000000000005,58.3,3.497207034190957,0.06800000000000139,0.8399999999999963,25.124348762473158,0.42099618911743164
module.basic_model.model.1.0.weight,0.8500000000000001,4.810000000000003,11.670000000000002,8.744237024663576,0.017999999999995797,0.16000000000000458,19.98204137786256,0.42099618911743164
module.basic_model.model.1.0.weight,0.9,4.849999999999999,12.065999999999999,7.513999388908936,0.036000000000002697,0.30999999999999917,15.323892755380275,0.42099618911743164
module.basic_model.model.1.3.weight,0.0,69.57,89.072,1.2836479661331996,0.20200000000000218,2.2599999999999953,28.760547834409774,0.33228597044944763
module.basic_model.model.1.3.weight,0.05,69.57,89.072,1.2836479661331996,0.20200000000000218,2.2780000000000022,28.767665364539404,0.33228597044944763
module.basic_model.model.1.3.weight,0.1,69.57,89.072,1.2836479661331996,0.20000000000000018,2.2419999999999995,28.767286085274005,0.33228597044944763
module.basic_model.model.1.3.weight,0.15000000000000002,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2440000000000015,28.754454951978865,0.33228597044944763
module.basic_model.model.1.3.weight,0.2,69.57,89.072,1.2836479661331996,0.19799999999999818,2.285999999999999,28.757538421445354,0.33228597044944763
module.basic_model.model.1.3.weight,0.25,69.57,89.072,1.2836479661331996,0.19599999999999618,2.2440000000000015,28.76627225137567,0.33228597044944763
module.basic_model.model.1.3.weight,0.30000000000000004,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2480000000000055,28.758656225369172,0.33228597044944763
module.basic_model.model.1.3.weight,0.35000000000000003,69.57,89.072,1.2836479661331996,0.20599999999999508,2.2760000000000002,28.760051681533213,0.33228597044944763
module.basic_model.model.1.3.weight,0.4,69.57,89.072,1.2836479661331996,0.20200000000000218,2.285999999999999,28.763434391180343,0.33228597044944763
module.basic_model.model.1.3.weight,0.45,69.57,89.072,1.2836479661331996,0.20400000000000418,2.2639999999999993,28.756789187323353,0.33228597044944763
module.basic_model.model.1.3.weight,0.5,69.57,89.072,1.2836479661331996,0.19599999999999618,2.2499999999999964,28.76795161937337,0.33228597044944763
module.basic_model.model.1.3.weight,0.55,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2220000000000018,28.766858077095034,0.33228597044944763
module.basic_model.model.1.3.weight,0.6000000000000001,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2599999999999953,28.76438095595541,0.33228597044944763
module.basic_model.model.1.3.weight,0.65,69.574,89.074,1.2836352338488881,0.20000000000000018,2.2560000000000024,28.744610906638744,0.33228597044944763
module.basic_model.model.1.3.weight,0.7000000000000001,69.49000000000001,89.036,1.2852137122334244,0.20000000000000018,2.3819999999999952,28.48119912937674,0.33228597044944763
module.basic_model.model.1.3.weight,0.75,69.34400000000001,88.85,1.291665463400283,0.21200000000000108,2.4460000000000037,27.675771143370863,0.33228597044944763
module.basic_model.model.1.3.weight,0.8,68.884,88.556,1.3048253623019108,0.21999999999999797,2.3259999999999947,27.293645926797073,0.33228597044944763
